asin,category_tree_path,category_name,category_level
B0F97HPV4T,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0F9VW9M7B,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0F9VW9M7B,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0F9VW9M7B,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0F9VW9M7B,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0F9VW9M7B,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0F8HL6Z4R,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0F8HL6Z4R,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0F8HL6Z4R,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0F8HL6Z4R,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0F8HL6Z4R,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0F977141X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0F977141X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0F977141X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0F977141X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0F977141X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0F9VVMYK4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0F9VVMYK4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0F9VVMYK4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0F9VVMYK4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0F9VVMYK4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B08NHSPCR6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B08NHSPCR6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B08NHSPCR6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B08NHSPCR6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B08NHSPCR6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09BWR8TMP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09BWR8TMP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09BWR8TMP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09BWR8TMP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09BWR8TMP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09XN7C5X2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09XN7C5X2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09XN7C5X2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09XN7C5X2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09XN7C5X2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09XN8VN9S,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09XN8VN9S,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09XN8VN9S,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09XN8VN9S,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09XN8VN9S,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09XN6BQ5F,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09XN6BQ5F,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09XN6BQ5F,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09XN6BQ5F,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09XN6BQ5F,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09XN8SD8Y,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09XN8SD8Y,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09XN8SD8Y,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09XN8SD8Y,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09XN8SD8Y,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09XN5W2KW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09XN5W2KW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09XN5W2KW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09XN5W2KW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09XN5W2KW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0CKTZVB17,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0CKTZVB17,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0CKTZVB17,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0CKTZVB17,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0CKTZVB17,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09XN6HNF8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09XN6HNF8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09XN6HNF8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09XN6HNF8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09XN6HNF8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DDT7VM7Z,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DDT7VM7Z,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DDT7VM7Z,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DDT7VM7Z,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DDT7VM7Z,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0F8HJV3FV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0F8HJV3FV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0F8HJV3FV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0F8HJV3FV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0F8HJV3FV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0F8HQKMCK,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0F8HQKMCK,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0F8HQKMCK,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0F8HQKMCK,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0F8HQKMCK,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0F8H24C4G,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0F8H24C4G,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0F8H24C4G,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0F8H24C4G,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0F8H24C4G,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0F97BY9F8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0F97BY9F8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0F97BY9F8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0F97BY9F8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0F97BY9F8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B08YKGZF7P,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B08YKGZF7P,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B08YKGZF7P,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B08YKGZF7P,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B08YKGZF7P,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0CR9S78Z2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0CR9S78Z2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0CR9S78Z2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0CR9S78Z2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0CR9S78Z2,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DWMMJS33,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DWMMJS33,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DWMMJS33,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DWMMJS33,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DWMMJS33,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FS6Z8RJW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FS6Z8RJW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FS6Z8RJW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FS6Z8RJW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FS6Z8RJW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DCH2385H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DCH2385H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DCH2385H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DCH2385H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DCH2385H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0F3JMYBHS,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0F3JMYBHS,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0F3JMYBHS,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0F3JMYBHS,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0F3JMYBHS,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D953HXFZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D953HXFZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D953HXFZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D953HXFZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D953HXFZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DCLH6VRT,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DCLH6VRT,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DCLH6VRT,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DCLH6VRT,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DCLH6VRT,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DCGMV762,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DCGMV762,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DCGMV762,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DCGMV762,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DCGMV762,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DWGPVV3X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DWGPVV3X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DWGPVV3X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DWGPVV3X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DWGPVV3X,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DCLCJZQM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DCLCJZQM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DCLCJZQM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DCLCJZQM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DCLCJZQM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FHKC8S5V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FHKC8S5V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FHKC8S5V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FHKC8S5V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FHKC8S5V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DN331XNY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DN331XNY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DN331XNY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DN331XNY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DN331XNY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DWGMCRDY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DWGMCRDY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DWGMCRDY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DWGMCRDY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DWGMCRDY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DP1KCM8L,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DP1KCM8L,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DP1KCM8L,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DP1KCM8L,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DP1KCM8L,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FJSHNJHR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FJSHNJHR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FJSHNJHR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FJSHNJHR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FJSHNJHR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DCGVYJLM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DCGVYJLM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DCGVYJLM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DCGVYJLM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DCGVYJLM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DCKZ757Q,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DCKZ757Q,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DCKZ757Q,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DCKZ757Q,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DCKZ757Q,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D4RFMKTP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D4RFMKTP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D4RFMKTP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D4RFMKTP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D4RFMKTP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0F9VVTZ78,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0F9VVTZ78,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0F9VVTZ78,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0F9VVTZ78,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0F9VVTZ78,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D4RH2YK4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D4RH2YK4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D4RH2YK4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D4RH2YK4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D4RH2YK4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D4RH9TN7,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D4RH9TN7,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D4RH9TN7,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D4RH9TN7,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D4RH9TN7,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D4RH881B,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D4RH881B,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D4RH881B,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D4RH881B,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D4RH881B,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D4SBQ5Y4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D4SBQ5Y4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D4SBQ5Y4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D4SBQ5Y4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D4SBQ5Y4,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D4S8KNSV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D4S8KNSV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D4S8KNSV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D4S8KNSV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D4S8KNSV,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D4SBS34V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D4SBS34V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D4SBS34V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D4SBS34V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D4SBS34V,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0CDQVXTT6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0CDQVXTT6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0CDQVXTT6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0CDQVXTT6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0CDQVXTT6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0DZP7HZS8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0DZP7HZS8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0DZP7HZS8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0DZP7HZS8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0DZP7HZS8,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0CDQTL21M,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0CDQTL21M,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0CDQTL21M,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0CDQTL21M,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0CDQTL21M,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FLF4GNMJ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FLF4GNMJ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FLF4GNMJ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FLF4GNMJ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FLF4GNMJ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
